sourceId,sourceName,author,title,description,url,urlToImage,publishedAt,content
None,Storm.mg,盧逸峰,國際疫情持續升溫！陳時中宣布9日起將對「有症狀入境者」加強檢疫,中央流行疫情指揮中心今（4）日召開新冠肺炎（武漢肺炎）例行疫情記者會，指揮官陳時中宣布今日新增1名境外移入確診個案，...,https://www.storm.mg/article/3173995,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/09/08/20200908-120046_U1085_M,"2020-11-04 06:33:16",None
None,Storm.mg,陳煜,士林夜市慘澹！攤商淚「100多家歇業」　網點破最大關鍵,士林夜市曾是台北最具指標性的夜市之一，過去人潮絡繹不絕，如今受新冠肺炎（武漢肺炎）疫情衝擊，人潮受到影響，有攤商透露，...,https://www.storm.mg/article/3142626,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/07/03/20200703-022933_U11927_,"2020-10-25 02:46:47",None
None,Storm.mg,李芯,士林夜市百攤歇業　朱學恒9年前就點出致命傷,新冠肺炎（武漢肺炎）疫情肆虐，少了外國客的台北士林夜市據傳已經關了100多家攤商。對此，「宅神」朱學恒翻出自己9年前的文章就已「預言」...,https://www.storm.mg/article/3149304,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2019/02/21/20190221-031845_U13925_,"2020-10-27 08:12:30",None
None,"udn 聯合新聞網",記者陳婕翎、邱宜君／,"大烏龍！ 檢體錯置 江蘇台商沒染疫 - UDN 聯合新聞網","<ol><li>大烏龍！ 檢體錯置 江蘇台商沒染疫  UDN 聯合新聞網
</li><li>指揮中心卸責 實驗室人員爆不滿  中時新聞網
</li><li>快訊／新增3例境外移入！指揮中心1400臨時記者會說明  ETtoday 新聞雲
</li><li>武漢肺炎》檢體錯置大烏龍！ 指揮中心︰自江蘇返台台商未染疫  自由時報電子報
</li><li>快訊》今境外移入再添3名！莊人祥下午2點",https://udn.com/news/story/120940/4971946,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/29/realtime/8856403.jpg&s=,"2020-10-28 17:12:04",None
None,Storm.mg,方莉婷,對台灣防疫「讚不完」　芭芭拉史翠珊點名蔡英文：令人驚嘆的女總統,新冠肺炎（武漢肺炎）肆虐，全球確診人數超過4000萬，更有百萬人因此喪命；相較於國際，台灣目前為止確診人數逾500人、僅7起死亡病例，...,https://www.storm.mg/article/3158752,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2018/01/09/20180109-020408_U7111_M,"2020-10-30 04:49:01",None
None,Storm.mg,財經中心,"對抗新冠肺炎疫情 東洋持續努力，期望貢獻一分心力！",除了「瑞德西韋」(Remdesivir)以及「法匹拉韋」(Favipiravir)被國際看好是治療新冠肺炎(COVID-19，武漢肺炎)...,https://www.storm.mg/article/3160438,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/09/23/20200923-032956_U11927_,"2020-10-30 13:17:38","(Remdesivir)(Favipiravir)(COVID-19)()PharmaMar1019Plitidepsin(Aplidin)/
PharmaMar/PlitidepsinC(CRP)747750%1570%80.7%15,38.2%830COVID-19AEMPSPlitidepsinPharmaMar
2015PharmaMarPlitidepsinPharmaMarTFD… [+55 chars]"
None,Storm.mg,陳煜,常態出國預定時間曝！搶布局「5大市場」　廉價機票恐絕跡,新冠肺炎（武漢肺炎）疫情影響全球觀光產業，交通部觀光局預估，國際觀光要到2021年第4季才有可能解封邊境，...,https://www.storm.mg/article/3169451,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/08/30/20200830-023616_U6571_M,"2020-11-03 02:11:19",None
None,Storm.mg,盧逸峰,年底恐倒千家旅行社！旅行業者懇求政府伸出援手,新冠肺炎（武漢肺炎）疫情重擊國內外旅行業者，中華民國旅行公會全聯會28日舉辦「疫情下，旅行產業的未來」記者會，與全國各相關公協會表達心聲、...,https://www.storm.mg/article/3153595,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/28/20201028-034120_U6571_M,"2020-10-28 11:18:18",None
None,Storm.mg,廖綉玉,得過新冠肺炎能從此免疫嗎？英國研究：具抗體的患者人數在3個月內減26%，恐有多次,武漢肺炎（新冠肺炎）從今年1月起肆虐全球，根據美國約翰霍普金斯大學（JHU）數據，截至27日，全球已有逾4300萬個確診病例，疫情持續延燒...,https://www.storm.mg/article/3150082,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/03/20/20200320-112425_U1085_M,"2020-10-27 12:10:01","1JHU27430027326%
Imperial College London343562092826%671609144
18247.9%6.7%14.9%753.3%2%39%
Graham Cooke
Paul Elliott"
None,"udn 聯合新聞網",編譯徐榆涵／即時報導,"德媒：泰王凌晨秘密送醫 1隨扈確診新冠肺炎 - udn OOPS! 新鮮事","<ol><li>德媒：泰王凌晨秘密送醫 1隨扈確診新冠肺炎  udn OOPS! 新鮮事
</li><li>泰王秘密就醫德媒曝1隨扈確診新冠病毒  TVBS NEWS
</li><li>泰王凌晨秘密送醫！德媒爆貼身隨扈確診新冠 醫院急下封口令  ETtoday 新聞雲
</li><li>示威如火如荼要求王室改革 泰王讚保皇派勇敢  UDN 聯合新聞網
</li><li>武漢肺炎》王室隨扈確",https://udn.com/news/story/120944/4960564,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/24/realtime/8821683.jpg&s=,"2020-10-24 05:31:04","BildMaha Vajiralongkorn212
23·Bhumibol Adulyadej4Queen Suthida
14"
None,Ettoday.net,ETtoday新聞雲,"快訊／譚德塞證實「曾接觸確診者」 將自行隔離在家工作 - ETtoday 新聞雲","<ol><li>快訊／譚德塞證實「曾接觸確診者」 將自行隔離在家工作  ETtoday 新聞雲
</li><li>WHO秘書長譚德塞爆隔離中！證實接觸「武漢肺炎確診者」｜三立新聞網SETN.com  三立新聞網SETN
</li><li>譚德塞曾接觸染疫者！目前感覺良好並自我隔離  udn OOPS! 新鮮事
</li><li>最新》曾接觸過確診患者WHO秘書長譚德塞證實隔離中@東森新聞CH",https://www.ettoday.net/news/20201102/1844652.htm,https://cdn2.ettoday.net/images/4942/d4942113.jpg,"2020-11-02 00:19:00","I have been identified as a contact of someone who has tested positive for #COVID19. I am well and without symptoms but will self-quarantine over the coming days, in line with @WHO protocols, and wor… [+70 chars]"
None,Chinatimes.com,高德順,"慘了！新冠病例急速暴增 法擬宣布全國封鎖一個月 - 中時新聞網 Chinatim","<ol><li>慘了！新冠病例急速暴增 法擬宣布全國封鎖一個月  中時新聞網 Chinatimes.com
</li><li>歐洲疫情火箭式飆升 全球確診將超越兩個台灣人口  udn OOPS! 新鮮事
</li><li>新冠病毒全球疫情｜更新時間2020/10/28 11:00  中華電視公司
</li><li>武漢肺炎單日死亡數破紀錄 傳法國將實施1個月全國封鎖  自由時報電子報
</",https://www.chinatimes.com/realtimenews/20201028000893-260408,https://images.chinatimes.com/newsphoto/2020-10-28/900/20201028000894.jpg,"2020-10-27 22:36:50","29
35000BFM TV29
BFM TV35
2452326624330002700060002900148
()"
None,Storm.mg,黃信維,慢壘賽開球　蔡英文：面對挑戰要冷靜「一球一球去投」,民進黨主席蔡英文今(15)日出席「小英盃慢速壘球錦標賽開幕典禮」，並為球賽開球。面對武漢肺炎（新冠肺炎）的疫情，蔡英文在致詞時特別強調，...,https://www.storm.mg/article/3207246,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/15/20201115-103644_U6571_M,"2020-11-15 04:55:17",None
None,Storm.mg,林喬慧,應援醫護，醫美品牌也不缺席！萊雅旗下「理膚寶水」捐6千支潔手凝露,"新冠病毒(武漢肺炎)疫情持續延燒，至今已造成全球逾4,446萬人確診、117萬人死亡，近來歐美疫情再度升溫，...",https://www.storm.mg/article/3207096,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/15/20201115-113101_U18450_,"2020-11-15 03:38:15",None
None,Storm.mg,陳又嘉,打造個人百萬IP　花系列小生分享創星夢想,隨著武漢肺炎疫情延燒，傳統的經濟模式受到衝擊，數位經濟、線上銷售等「新經濟」不再是噱頭。神彩藝藝新媒體日前於阿爾發星光學院啟動「...,https://www.storm.mg/localarticle/3170768,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/11/03/20201103-040054_U14116_,"2020-11-03 08:08:35",None
None,Storm.mg,盧逸峰,拚觀光不分藍綠！林佳龍偕藍營首長遊竹縣峨眉　斥3億蓋步道,新冠肺炎（武漢肺炎）疫情趨緩後，交通部力推國內旅遊，並規劃將新竹縣市、苗栗縣整合為「竹竹苗觀光圈」，交通部長林佳龍27日親自到訪竹縣獅頭山...,https://www.storm.mg/article/3149800,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/27/20201027-045851_U17832_,"2020-10-27 09:51:59","2720213
578520182025500031711162223487"
None,"udn 聯合新聞網",記者張文馨／華盛頓即,"拜登顧問：未來3到4個月美將進入「新冠地獄」 - UDN 聯合新聞網","<ol><li>拜登顧問：未來3到4個月美將進入「新冠地獄」  UDN 聯合新聞網
</li><li>全球武漢肺炎確診破5000 萬例，歐洲疫情最嚴重  科技新報 TechNews
</li><li>疫情蠢動！衣服洗錯「整件病菌穿上身」 醫教2點正確步驟  三立新聞網
</li><li>歐洲疫情燒過來 增一例烏克蘭籍年輕女性  udn OOPS! 新鮮事
</li><li>美新增病例連4天",https://udn.com/news/story/120944/5002598,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/11/10/realtime/9046006.jpg&s=,"2020-11-09 20:18:06","9100024CNBCMichael Osterholm934
3410
Pfizer9FDA"
None,Storm.mg,中央社,擋不住！國內新增3境外移入個案　女自菲返台「靠新試劑揪出確診」,中央流行疫情指揮中心今（14）日宣布新增3例武漢肺炎（新冠肺炎）境外移入病例，分別自菲律賓、印尼及克羅埃西亞入境，...,https://www.storm.mg/article/3205325,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/06/04/20200604-124144_U720_M6,"2020-11-14 07:30:44","143600
Ct33
6003011711911134229112
60140714
3Ct34
105491103959600508553611530753558
https://bit.ly/3aAQ9d6"
None,Storm.mg,廖綉玉,"新冠疫情肆虐全球 柯林斯字典公布2020年度代表字：lockdown",新冠肺炎（武漢肺炎）從今年1月起肆虐全球，柯林斯字典10日宣布2020年的年度代表單字是「lockdown」（封鎖），並指出從去年至今年，...,https://www.storm.mg/article/3193206,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/04/02/20200402-022608_U7111_M,"2020-11-10 23:20:01","1102020lockdown6,000%
Collins Dictionary102020lockdownlockdown
1lockdown45lockdown2019425
Helen Newstead2020lockdown2
2020106lockdowncoronavirussocial distancingself-isolatefurloughkey worker160"
None,"udn 聯合新聞網",編譯李京倫／即時報導,"新冠疫苗副作用頻傳 專家：別過度期待效果 - UDN 聯合新聞網","<ol><li>新冠疫苗副作用頻傳 專家：別過度期待效果  UDN 聯合新聞網
</li><li>新冠肺炎第二波來襲 歐美疫情大爆發  Anue鉅亨
</li><li>美國單日確診創新高川普稱武漢肺炎疫情正在結束| 國際| 新頭殼Newtalk  新頭殼
</li><li>新冠肺炎10月26日全球最新情報  UDN 聯合新聞網
</li><li>肺炎疫情：一年內生產全球新冠病毒疫苗是迫在眉",https://udn.com/news/story/120944/4965134,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2020/10/26/realtime/8842084.jpg&s=,"2020-10-26 08:36:07","(NIAID)(Anthony Fauci)2512..."
None,Storm.mg,蔡佩珈,新冠疫苗談判破局有救？莊人祥：明年第1季有機會購得,美國製藥廠輝瑞（Pfizer）日前宣布，與德國生技公司BioNTech（BNT）合作研發的新冠肺炎（武漢肺炎）疫苗有效率超過90%。...,https://www.storm.mg/article/3192543,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/22/20201022-020056_U6571_M,"2020-11-10 08:28:30",None
None,Storm.mg,盧逸峰,新冠肺炎》台商檢出強陽性後被逆轉　指揮中心承認大烏龍「拿錯檢體」,中央流行疫情指揮中心28日舉行例行記者會，指揮官陳時中指出，日前1位由中國江蘇返台台商（案530）確診新冠肺炎（武漢肺炎），...,https://www.storm.mg/article/3152554,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/09/02/20200902-024822_U6571_M,"2020-10-28 06:53:19",None
None,Storm.mg,盧逸峰,新冠肺炎》台灣連續200天無本土病例！境外移入確診案例仍頻傳,中央流行疫情指揮中心今（29）日宣布國內達到連續200天無本土病例的里程碑，但國內新增3例新冠肺炎（武漢肺炎）確診個案，分別自菲律賓、美國...,https://www.storm.mg/article/3155950,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/29/20201029-025811_U13925_,"2020-10-29 07:07:41","292003554
5523012101410251026552362016
55360111015210201026102716511
https://bit.ly/3aAQ9d6"
None,Storm.mg,郭怜妤,新冠肺炎確診個案搭高鐵返家　高鐵回應了,中央流行疫情指揮中心發言人莊人祥今（14）日宣布新增3例確診新冠肺炎（武漢肺炎）的境外移入病例。其中，...,https://www.storm.mg/article/3205397,https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2020/10/22/20201022-020056_U6571_M,"2020-11-14 08:10:44",None
